Match ID,Home ID,Away ID,Home Name,Away Name,Home Formation,Away Formation,Home Goals,Away Goals,Home Goals Conceded,Away Goals Conceded,Home Passes,Away Passes,Red Cards Home,Red Cards Away,Home Pass Quality,Away Pass Quality
38686,21,7,Spurs,Everton,4231.0,4231.0,2.0,2.0,2.0,2.0,543.0,436.0,0.0,0.0,0.95,0.85
38566,33,7,Watford,Everton,4222.0,4231.0,1.0,0.0,0.0,1.0,327.0,425.0,0.0,1.0,0.75,0.85
38473,11,7,Man City,Everton,433.0,541.0,3.0,1.0,1.0,3.0,705.0,335.0,0.0,0.0,0.95,0.85
38420,4,7,Chelsea,Everton,433.0,4231.0,0.0,0.0,0.0,0.0,688.0,309.0,0.0,0.0,0.95,0.85
38541,159,7,Huddersfield,Everton,433.0,4141.0,0.0,1.0,1.0,0.0,548.0,400.0,0.0,1.0,0.65,0.85
38358,1,7,Arsenal,Everton,4231.0,4231.0,2.0,0.0,0.0,2.0,555.0,315.0,0.0,0.0,0.85,0.85
38329,127,7,Bournemouth,Everton,442.0,4411.0,2.0,2.0,2.0,2.0,382.0,389.0,1.0,1.0,0.75,0.85
38627,25,7,West Ham,Everton,442.0,4231.0,0.0,2.0,2.0,0.0,420.0,431.0,0.0,0.0,0.75,0.85
38317,38,7,Wolves,Everton,343.0,4231.0,2.0,2.0,2.0,2.0,547.0,409.0,0.0,1.0,0.65,0.85
38579,46,7,Cardiff,Everton,4411.0,4231.0,0.0,3.0,3.0,0.0,257.0,534.0,0.0,0.0,0.65,0.85
38606,23,7,Newcastle,Everton,343.0,4231.0,3.0,2.0,2.0,3.0,361.0,443.0,0.0,0.0,0.85,0.85
38488,131,1,Brighton,Arsenal,451.0,41212.0,1.0,1.0,1.0,1.0,324.0,711.0,0.0,0.0,0.75,0.85
38679,43,1,Burnley,Arsenal,442.0,4231.0,1.0,3.0,3.0,1.0,341.0,533.0,0.0,0.0,0.85,0.85
38400,6,1,Crystal Palace,Arsenal,442.0,4231.0,2.0,2.0,2.0,2.0,399.0,555.0,0.0,0.0,0.75,0.85
38381,34,1,Fulham,Arsenal,343.0,442.0,1.0,5.0,5.0,1.0,473.0,504.0,0.0,0.0,0.65,0.85
38662,26,1,Leicester,Arsenal,4141.0,442.0,3.0,0.0,0.0,3.0,610.0,293.0,0.0,1.0,0.85,0.85
38503,10,1,Liverpool,Arsenal,4231.0,4231.0,5.0,1.0,1.0,5.0,511.0,551.0,0.0,0.0,0.95,0.85
38452,12,1,Man Utd,Arsenal,3412.0,3421.0,2.0,2.0,2.0,2.0,447.0,545.0,0.0,0.0,0.95,0.85
38474,20,1,Southampton,Arsenal,3421.0,343.0,3.0,2.0,2.0,3.0,317.0,629.0,0.0,0.0,0.65,0.85
38594,21,1,Spurs,Arsenal,3412.0,4231.0,1.0,1.0,1.0,1.0,508.0,334.0,0.0,1.0,0.95,0.85
38647,33,1,Watford,Arsenal,352.0,4231.0,0.0,1.0,1.0,0.0,327.0,660.0,1.0,0.0,0.75,0.85
